,date,daily_return_oil,daily_return_tbill,daily_excess_return
0,2019-12-30,,,
1,2019-12-31,-0.008433344145312938,-0.012987012987012991,0.004553668841700054
2,2020-01-02,0.0004906771344455052,-0.006578947368421018,0.007069624502866523
3,2020-01-03,0.029916625796959195,-0.013245033112582738,0.04316165890954193
4,2020-01-06,0.004285714285714226,0.02684563758389258,-0.022559923298178353
5,2020-01-07,-0.009009009009009028,-0.013071895424836666,0.004062886415827638
6,2020-01-08,-0.04864433811802238,0.0,-0.04864433811802238
7,2020-01-09,-0.001508801341156718,0.0,-0.001508801341156718
8,2020-01-10,-0.00906648757555406,0.0,-0.00906648757555406
9,2020-01-13,-0.014401897661809548,0.019867549668874274,-0.03426944733068382
10,2020-01-14,0.002922468626439745,0.0,0.002922468626439745
11,2020-01-15,-0.008227631127871171,0.0,-0.008227631127871171
12,2020-01-16,0.011406844106463865,-0.012987012987012991,0.024393857093476856
13,2020-01-17,0.0005126452494872424,0.006578947368421018,-0.006066302118933775
14,2020-01-21,-0.005123825789923098,0.0,-0.005123825789923098
15,2020-01-22,-0.025579399141630987,-0.006535947712418277,-0.01904345142921271
16,2020-01-23,-0.022022551092318543,0.0,-0.022022551092318543
17,2020-01-24,-0.02558097640064838,-0.006578947368421018,-0.019002029032227363
18,2020-01-27,-0.018487705675725663,0.0066225165562914245,-0.025110222232017088
19,2020-01-28,0.004520625353173768,0.013157894736842035,-0.008637269383668267
20,2020-01-29,-0.0007500468779298997,-0.006493506493506551,0.0057434596155766515
21,2020-01-30,-0.020641771439294465,0.006535947712418277,-0.027177719151712743
22,2020-01-31,-0.011688062847288738,-0.012987012987012991,0.001298950139724253
23,2020-02-03,-0.029468786351298903,0.013157894736842035,-0.04262668108814094
24,2020-02-04,-0.009388733519776205,0.0,-0.009388733519776205
25,2020-02-05,0.02581165557572085,0.0,0.02581165557572085
26,2020-02-06,0.0013760566149008113,0.0,0.0013760566149008113
27,2020-02-07,-0.011778563015311994,-0.006493506493506551,-0.005285056521805442
28,2020-02-10,-0.014898688915375491,0.013071895424836555,-0.027970584340212046
29,2020-02-11,0.008267795926597987,-0.006451612903225823,0.01471940882982381
30,2020-02-12,0.022599999999999953,0.006493506493506551,0.016106493506493402
31,2020-02-13,0.005476237042831844,0.006451612903225712,-0.0009753758603938678
32,2020-02-14,0.012059910523244621,-0.0064102564102563875,0.01847016693350101
33,2020-02-18,0.0013453776667307071,0.0,0.0013453776667307071
34,2020-02-19,0.023224568138195734,0.0,0.023224568138195734
35,2020-02-20,0.008628775089101426,0.0,0.008628775089101426
36,2020-02-21,-0.007625069741491575,-0.012903225806451646,0.005278156064960071
37,2020-02-24,-0.03748125937031488,-0.019607843137254943,-0.017873416233059936
38,2020-02-25,-0.030763239875389425,0.0,-0.030763239875389425
39,2020-02-26,-0.022298111691442357,0.0,-0.022298111691442357
40,2020-02-27,-0.03081980686254371,-0.053333333333333344,0.022513526470789635
41,2020-02-28,-0.04960780156879374,-0.11971830985915488,0.07011050829036114
42,2020-03-02,0.043497657818425184,-0.11999999999999988,0.16349765781842507
43,2020-03-03,0.010474561778537783,-0.15454545454545454,0.16502001632399232
44,2020-03-04,-0.010365982652845385,-0.23655913978494636,0.22619315713210097
45,2020-03-05,-0.018811457887986327,-0.14084507042253513,0.12203361253454881
46,2020-03-06,-0.10370370370370363,-0.2622950819672131,0.15859137826350944
47,2020-03-09,-0.24526008750607675,-0.28888888888888886,0.04362880138281211
48,2020-03-10,0.11014492753623184,0.34375,-0.23360507246376816
49,2020-03-11,-0.03887438352190298,-0.04651162790697683,0.007637244385073849
50,2020-03-12,-0.047389073347419375,-0.19512195121951215,0.14773287787209277
51,2020-03-13,0.005069708491761693,-0.18181818181818177,0.18688789030994346
52,2020-03-16,-0.08701134930643117,-0.11111111111111116,0.024099761804679987
53,2020-03-17,-0.06906077348066297,-0.20833333333333326,0.13927255985267029
54,2020-03-18,-0.24035608308605338,-0.8947368421052632,0.6543807590192098
55,2020-03-19,0.22509765625,1.0,-0.77490234375
56,2020-03-20,-0.223595057791949,0.25,-0.473595057791949
57,2020-03-23,0.19763860369609842,-0.6000000000000001,0.7976386036960985
58,2020-03-24,-0.09858551221603074,-0.5,0.40141448778396926
59,2020-03-25,-0.013314312886352875,-5.0,4.986685687113647
60,2020-03-26,-0.19999999999999996,0.25,-0.44999999999999996
61,2020-03-27,-0.06746987951807237,-1.6,1.5325301204819277
62,2020-03-30,-0.08914728682170547,3.0,-3.0891472868217056
63,2020-03-31,0.45460992907801434,-0.08333333333333326,0.5379432624113476
64,2020-04-01,-0.011214041930765473,-0.18181818181818188,0.1706041398874164
65,2020-04-02,0.2416173570019724,0.0,0.2416173570019724
66,2020-04-03,0.12629070691024613,0.11111111111111116,0.01517959579913497
67,2020-04-06,-0.07581100141043717,0.4999999999999998,-0.575811001410437
68,2020-04-07,-0.10186951545211753,-0.06666666666666654,-0.03520284878545099
69,2020-04-08,0.06074766355140193,0.5714285714285714,-0.5106809078771695
70,2020-04-09,-0.08289947937525033,0.13636363636363646,-0.2192631157388868
71,2020-04-13,-0.02358078602620084,0.040000000000000036,-0.06358078602620088
72,2020-04-14,-0.09883720930232565,-0.23076923076923073,0.13193202146690508
73,2020-04-15,-0.009429280397022177,-0.29999999999999993,0.29057071960297776
74,2020-04-16,-0.007014028056112287,0.0,-0.007014028056112287
75,2020-04-17,-0.07618567103935425,-0.14285714285714302,0.06667147181778876
76,2020-04-20,-3.0196613872200984,0.0,-3.0196613872200984
77,2020-04-21,-1.2409410492157924,-0.08333333333333326,-1.1576077158824591
78,2020-04-22,0.5308641975308643,0.09090909090909083,0.4399551066217735
79,2020-04-23,0.10410557184750724,-0.08333333333333326,0.1874389051808405
80,2020-04-24,0.06175298804780871,0.09090909090909083,-0.029156102861282118
81,2020-04-27,-0.23889931207004378,0.0,-0.23889931207004378
82,2020-04-28,0.01889893179950697,-0.08333333333333326,0.10223226513284023
83,2020-04-29,0.2129032258064516,-0.09090909090909083,0.30381231671554243
84,2020-04-30,0.27859042553191493,-0.10000000000000009,0.378590425531915
85,2020-05-01,0.02548101924076951,0.33333333333333326,-0.30785231409256375
86,2020-05-04,0.038032454361054846,0.08333333333333348,-0.045300878972278635
87,2020-05-05,0.19980459208597945,0.0,0.19980459208597945
88,2020-05-06,-0.027687296416938123,-0.07692307692307698,0.04923578050613886
89,2020-05-07,-0.008375209380234505,-0.08333333333333326,0.07495812395309875
90,2020-05-08,0.04434121621621623,0.09090909090909083,-0.0465678746928746
91,2020-05-11,-0.028710068742418104,0.0,-0.028710068742418104
92,2020-05-12,0.07243963363863459,0.08333333333333348,-0.010893699694698888
93,2020-05-13,-0.015139751552795011,0.0,-0.015139751552795011
94,2020-05-14,0.08001576665352772,-0.07692307692307698,0.1569388435766047
95,2020-05-15,0.07445255474452561,0.0,0.07445255474452561
96,2020-05-18,0.08118206521739113,0.08333333333333348,-0.002151268115942351
97,2020-05-19,0.014765944077913984,0.0,0.014765944077913984
98,2020-05-20,0.03900928792569669,-0.07692307692307698,0.11593236484877367
99,2020-05-21,0.022050059594755478,0.0,0.022050059594755478
100,2020-05-22,-0.023615160349854114,0.0,-0.023615160349854114
101,2020-05-26,0.036130188115855555,0.16666666666666674,-0.13053647855081119
102,2020-05-27,-0.05475504322766589,0.0714285714285714,-0.1261836146562373
103,2020-05-28,0.026524390243902518,0.0,0.026524390243902518
104,2020-05-29,0.056430056430056386,-0.06666666666666654,0.12309672309672293
105,2020-06-01,-0.0022490863086870316,0.0,-0.0022490863086870316
106,2020-06-02,0.039165962242885266,0.0714285714285714,-0.03226260918568613
107,2020-06-03,0.012201735357917354,0.06666666666666665,-0.0544649313087493
108,2020-06-04,0.002410929547281171,-0.0625,0.06491092954728117
109,2020-06-05,0.055318011758417995,0.0,0.055318011758417995
110,2020-06-08,-0.03342618384401119,0.13333333333333353,-0.16675951717734472
111,2020-06-09,0.021220854073879858,0.11764705882352944,-0.09642620474964958
112,2020-06-10,0.014366341713699438,-0.10526315789473684,0.11962949960843627
113,2020-06-11,-0.0786545270612038,0.0,-0.0786545270612038
114,2020-06-12,-0.005215481745813877,-0.05882352941176472,0.05360804766595084
115,2020-06-15,0.02290286975717426,0.125,-0.10209713024282574
116,2020-06-16,0.032101429727542374,-0.05555555555555547,0.08765698528309784
117,2020-06-17,-0.009147935180345068,0.0,-0.009147935180345068
118,2020-06-18,0.023212872592983436,-0.05882352941176472,0.08203640200474815
119,2020-06-19,0.023975251353441696,-0.0625,0.0864752513534417
120,2020-06-22,0.022155085599194324,0.06666666666666665,-0.04451158106747233
121,2020-06-23,-0.0049261083743843415,0.0,-0.0049261083743843415
122,2020-06-24,-0.06163366336633669,-0.0625,0.0008663366336633116
123,2020-06-25,0.019783698232656244,0.06666666666666665,-0.04688296843401041
124,2020-06-26,-0.0033626487325399967,-0.12499999999999989,0.12163735126745989
125,2020-06-29,0.02958733454451079,0.0,0.02958733454451079
126,2020-06-30,-0.010083186286866663,0.1428571428571428,-0.15294032914400946
127,2020-07-01,0.01553348612172134,-0.12499999999999989,0.14053348612172123
128,2020-07-02,0.01730190571715129,0.0,0.01730190571715129
129,2020-07-06,-0.0014789253142717396,0.0714285714285714,-0.07290749674284314
130,2020-07-07,0.0019748210318442094,0.0,0.0019748210318442094
131,2020-07-08,0.007883715200788233,0.0,0.007883715200788233
132,2020-07-09,-0.031043754583231387,-0.1333333333333333,0.10228957875010192
133,2020-07-10,0.023208879919273562,0.0,0.023208879919273562
134,2020-07-13,-0.012327416173570027,0.0769230769230771,-0.08925049309664712
135,2020-07-14,0.0059910134797802606,0.0714285714285714,-0.06543755794879114
136,2020-07-15,0.022332506203474045,0.06666666666666665,-0.04433416046319261
137,2020-07-16,-0.011165048543689382,-0.3125,0.3013349514563106
138,2020-07-17,-0.004663721158566614,0.0,-0.004663721158566614
139,2020-07-20,0.006905055487053113,0.18181818181818188,-0.17491312633112877
140,2020-07-21,0.022777369581190365,0.0,0.022777369581190365
141,2020-07-22,0.00287356321839094,0.0,0.00287356321839094
142,2020-07-23,-0.021251193887297015,-0.07692307692307698,0.05567188303577997
143,2020-07-24,0.005855086606489257,-0.08333333333333326,0.08918841993982252
144,2020-07-27,0.005578462284744123,0.0,0.005578462284744123
145,2020-07-28,-0.01374819102749636,0.0,-0.01374819102749636
146,2020-07-29,0.005869405722670695,0.0,0.005869405722670695
147,2020-07-30,-0.031120836372477534,-0.18181818181818188,0.15069734544570434
148,2020-07-31,0.006273525721455453,0.0,0.006273525721455453
149,2020-08-03,0.018204488778054806,0.11111111111111116,-0.09290662233305635
150,2020-08-04,0.020573108008817176,-0.10000000000000009,0.12057310800881726
151,2020-08-05,0.013918886489080906,0.11111111111111116,-0.09719222462203025
152,2020-08-06,-0.007573964497041397,0.0,-0.007573964497041397
153,2020-08-07,-0.018363939899833093,0.0,-0.018363939899833093
154,2020-08-10,0.01895043731778423,0.09999999999999987,-0.08104956268221564
155,2020-08-11,-0.009775870290891664,0.0,-0.009775870290891664
156,2020-08-12,0.02576450758487847,0.0,0.02576450758487847
157,2020-08-13,-0.007981220657277022,-0.09090909090909083,0.0829278702518138
158,2020-08-14,-0.004969238050165692,0.0,-0.004969238050165692
159,2020-08-17,0.019976218787158162,0.0,0.019976218787158162
160,2020-08-18,0.0,-0.10000000000000009,0.10000000000000009
161,2020-08-19,0.0004663091629748539,0.22222222222222232,-0.22175591305924747
162,2020-08-20,-0.0067583313912840115,0.0,-0.0067583313912840115
163,2020-08-21,-0.007038948850304982,-0.09090909090909083,0.08387014205878585
164,2020-08-24,0.002835538752362865,0.19999999999999996,-0.1971644612476371
165,2020-08-25,0.017200754005655128,-0.08333333333333326,0.10053408733898839
166,2020-08-26,0.0009265693768820693,0.0,0.0009265693768820693
167,2020-08-27,-0.007637121036797034,0.0,-0.007637121036797034
168,2020-08-28,0.001865671641791078,-0.09090909090909083,0.0927747625508819
169,2020-08-31,-0.008147113594040967,0.09999999999999987,-0.10814711359404083
170,2020-09-01,0.0035203003989674464,0.09090909090909083,-0.08738879051012338
171,2020-09-02,0.0,0.0,0.0
172,2020-09-03,-0.03203928905519171,-0.08333333333333326,0.05129404427814155
173,2020-09-04,-0.04107272287992281,0.0,-0.04107272287992281
174,2020-09-08,-0.07105064247921389,0.18181818181818188,-0.25286882429739577
175,2020-09-09,0.03200433957146731,-0.07692307692307698,0.1089274164945443
176,2020-09-10,-0.021024967148488782,0.0,-0.021024967148488782
177,2020-09-11,0.0021476510067113264,-0.08333333333333326,0.08548098434004459
178,2020-09-14,-0.0026788106080900542,0.0,-0.0026788106080900542
179,2020-09-15,0.02847166263765777,0.0,0.02847166263765777
180,2020-09-16,0.04909898145729952,0.09090909090909083,-0.04181010945179131
181,2020-09-17,0.0204132437142146,-0.25,0.2704132437142146
182,2020-09-18,0.0024396194193705423,0.11111111111111116,-0.10867149169174062
183,2020-09-21,-0.04453638354830869,0.0,-0.04453638354830869
184,2020-09-22,0.007386653082017247,0.0,0.007386653082017247
185,2020-09-23,0.00935524652338815,0.09999999999999987,-0.09064475347661172
186,2020-09-24,0.004759519038076032,-0.09090909090909083,0.09566860994716686
187,2020-09-25,-0.001246571927200124,0.0,-0.001246571927200124
188,2020-09-28,0.010234648027958038,0.09999999999999987,-0.08976535197204183
189,2020-09-29,-0.0355819125277983,-0.18181818181818188,0.14623626929038358
190,2020-09-30,0.02613374327440421,0.11111111111111116,-0.08497736783670695
191,2020-10-01,-0.038451935081148525,-0.10000000000000009,0.061548064918851564
192,2020-10-02,-0.04180732277330568,0.0,-0.04180732277330568
193,2020-10-05,0.060162601626016166,0.11111111111111116,-0.050948509485094995
194,2020-10-06,0.03578732106339477,0.0,0.03578732106339477
195,2020-10-07,-0.01727541954590328,0.0,-0.01727541954590328
196,2020-10-08,0.030637870416875934,-0.10000000000000009,0.13063787041687602
197,2020-10-09,-0.014619883040935755,0.11111111111111116,-0.12573099415204692
198,2020-10-12,-0.030168150346191913,0.050000000000000044,-0.08016815034619196
199,2020-10-13,0.02065272819989805,0.04761904761904745,-0.026966319419149398
200,2020-10-14,0.02073444916312761,0.09090909090909083,-0.07017464174596322
201,2020-10-15,-0.0004894762604013003,-0.08333333333333326,0.08284385707293196
202,2020-10-16,-0.003428011753183191,0.0,-0.003428011753183191
203,2020-10-19,-0.0002457002457003643,0.0,-0.0002457002457003643
204,2020-10-20,0.016711722782010385,-0.09090909090909083,0.10762081369110121
205,2020-10-21,-0.03601643703166535,0.0,-0.03601643703166535
206,2020-10-22,0.014543630892678072,-0.10000000000000009,0.11454363089267816
207,2020-10-23,-0.018042511122095983,0.11111111111111116,-0.12915362223320714
208,2020-10-26,-0.03372766171658692,0.09999999999999987,-0.1337276617165868
209,2020-10-27,0.024746027611357135,-0.09090909090909083,0.11565511852044796
210,2020-10-28,-0.05261820030503306,0.0,-0.05261820030503306
211,2020-10-29,-0.03568553796619278,-0.10000000000000009,0.06431446203380731
212,2020-10-30,-0.008347245409014992,0.0,-0.008347245409014992
213,2020-11-02,0.026936026936027035,0.0,0.026936026936027035
214,2020-11-03,0.022950819672131084,0.11111111111111116,-0.08816029143898008
215,2020-11-04,0.04086538461538458,0.0,0.04086538461538458
216,2020-11-05,-0.01052091352322293,0.0,-0.01052091352322293
217,2020-11-06,-0.04123443983402497,0.0,-0.04123443983402497
218,2020-11-09,0.08331079253448737,0.09999999999999987,-0.0166892074655125
219,2020-11-10,0.028214731585518127,-0.09090909090909083,0.11912382249460896
220,2020-11-11,0.0012141816415736084,0.0,0.0012141816415736084
221,2020-11-12,-0.008003880669415486,0.0,-0.008003880669415486
222,2020-11-13,-0.023716381418092847,-0.10000000000000009,0.07628361858190724
223,2020-11-16,0.030303030303030276,0.0,0.030303030303030276
224,2020-11-17,0.002430724355858116,0.0,0.002430724355858116
225,2020-11-18,0.009699321047526688,0.0,0.009699321047526688
226,2020-11-19,-0.001681075888568695,-0.2222222222222221,0.2205411463336534
227,2020-11-20,0.010103439980755358,0.0,0.010103439980755358
228,2020-11-23,0.02190997856632526,0.1428571428571428,-0.12094716429081753
229,2020-11-24,0.04194826380797023,0.125,-0.08305173619202977
230,2020-11-25,0.01945873406396781,0.0,0.01945873406396781
231,2020-11-30,-0.008336989907854253,-0.11111111111111105,0.1027741212032568
232,2020-12-01,-0.014601769911504525,0.125,-0.13960176991150453
233,2020-12-02,0.015491692860350126,0.0,0.015491692860350126
234,2020-12-03,0.009285872208711021,-0.11111111111111105,0.12039698331982207
235,2020-12-04,0.01270536692223434,0.125,-0.11229463307776566
236,2020-12-07,-0.011031797534068799,-0.11111111111111105,0.10007931357704225
237,2020-12-08,-0.0017497812773402677,0.125,-0.12674978127734027
238,2020-12-09,-0.0035056967572305586,-0.11111111111111105,0.10760541435388049
239,2020-12-10,0.028144239226033374,0.0,0.028144239226033374
240,2020-12-11,-0.0036355859709151783,0.0,-0.0036355859709151783
241,2020-12-14,0.009229448379480587,0.125,-0.11577055162051941
242,2020-12-15,0.011909825606124969,-0.11111111111111105,0.12302093671723602
243,2020-12-16,0.005884825556956796,0.125,-0.1191151744430432
244,2020-12-17,0.0100292519849563,-0.11111111111111105,0.12114036309606735
245,2020-12-18,0.014480761274306975,0.0,0.014480761274306975
246,2020-12-21,-0.025489396411092935,0.125,-0.15048939641109293
247,2020-12-22,-0.01611215735509508,0.0,-0.01611215735509508
248,2020-12-23,0.019566142067205305,0.0,0.019566142067205305
249,2020-12-24,0.005006257822277815,0.0,0.005006257822277815
250,2020-12-28,-0.01411374014113742,0.22222222222222232,-0.23633596236335974
251,2020-12-29,0.007368421052631691,-0.09090909090909083,0.09827751196172252
252,2020-12-30,0.008150470219435713,-0.20000000000000007,0.20815047021943578
253,2020-12-31,0.002280265339966725,0.125,-0.12271973466003328
